collected_at,hostname,os,agent_version,cpu_percent,memory_percent,logged_in_user,src_ip,dst_ip,src_port,dst_port,protocol,application_protocol,in_bytes,out_bytes,in_packets,out_packets,total_bytes,total_packets,flow_duration_ms,bytes_per_packet,packets_per_second,bytes_per_second,direction_byte_ratio,direction_packet_ratio,packet_asymmetry,byte_asymmetry,tcp_flags,client_tcp_flags,server_tcp_flags,min_ttl,max_ttl,min_ip_pkt_len,max_ip_pkt_len,longest_flow_pkt,shortest_flow_pkt,num_pkts_up_to_128_bytes,num_pkts_128_to_256_bytes,num_pkts_256_to_512_bytes,num_pkts_512_to_1024_bytes,num_pkts_1024_to_1514_bytes,retransmitted_in_bytes,retransmitted_in_pkts,retransmitted_out_bytes,retransmitted_out_pkts,duration_in,duration_out,src_to_dst_avg_throughput,dst_to_src_avg_throughput,src_to_dst_second_bytes,dst_to_src_second_bytes,tcp_win_max_in,tcp_win_max_out,dns_query_id,dns_query_type,dns_ttl_answer,ftp_command_ret_code,icmp_type,icmp_ipv4_type,simulated_attack_type,is_simulated_attack,data_source
2026-08-11T05:24:40+00:00,lnx-web01,Ubuntu 22.04,vcoda-collector-0.1.0-sim,25.9,45.8,root,192.168.1.48,5.196.85.169,11844,993,6,8,44178,229068,111,189,273246,300,20466.57,910.82,14.66,13350.84,0.1929,0.5873,78,184890,16,16,0,72,126,86,1203,801,75,187,49,66,34,8,0,0,0,0,11214.87,13900.67,11192.3,2158.54,229068,44178,40353,35201,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T15:40:22+00:00,lnx-web01,Ubuntu 24.04,vcoda-collector-0.1.0-sim,15.0,51.0,a.silva,192.168.1.46,117.73.244.235,20095,8080,6,13,102525,78767,75,83,181292,158,54255.23,1147.42,2.91,3341.47,1.3016,0.9036,8,23758,27,27,0,50,58,40,1433,756,87,69,13,8,21,9,0,0,0,0,30555.33,30508.67,1451.79,1889.68,78767,102525,31205,58681,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T13:45:59+00:00,lnx-web01,Rocky Linux 9,vcoda-collector-0.1.0-sim,38.5,39.6,svc_app,192.168.1.31,27.95.236.109,39816,443,17,5,28469,183524,49,172,211993,221,40952.06,959.24,5.4,5176.61,0.1551,0.2849,123,155055,16,16,18,62,123,59,927,1260,76,9,4,10,31,0,0,0,0,0,25034.81,28399.8,4481.43,695.18,183524,28469,15190,43572,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T11:23:36+00:00,lnx-web01,Rocky Linux 9,vcoda-collector-0.1.0-sim,40.9,33.2,a.silva,192.168.1.55,82.231.126.178,30123,57759,6,17,102,184990,2,2846,185092,2848,998.33,64.99,2852.76,185401.08,0.0006,0.0007,2844,184888,2,2,0,60,41,48,561,1342,43,2163,111,651,401,224,165,0,156,0,588.41,594.4,185298.91,102.17,184990,102,40679,58007,0,0,0,0,0,0,port_scan,True,SIMULATED
2026-08-11T01:19:35+00:00,lnx-dev-box,Rocky Linux 9,vcoda-collector-0.1.0-sim,8.0,48.8,j.perera,192.168.1.91,192.168.1.29,36915,443,6,16,91656,23296,134,128,114952,262,10324.38,438.75,25.38,11134.03,3.9344,1.0469,6,68360,16,16,0,118,70,58,801,509,80,151,41,42,1,28,0,0,0,0,3246.81,5894.66,2256.41,8877.63,23296,91656,34009,24791,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T06:21:27+00:00,lnx-dev-box,Rocky Linux 9,vcoda-collector-0.1.0-sim,43.4,39.1,a.silva,192.168.1.32,192.168.1.30,52185,443,17,19,102399,48772,107,137,151171,244,1653.71,619.55,147.55,91413.49,2.0995,0.781,30,53627,24,24,16,64,127,83,1293,682,92,129,47,50,4,2,0,0,0,0,1101.42,587.53,29492.55,61920.94,48772,102399,5219,32370,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T11:18:29+00:00,lnx-db-primary,Rocky Linux 9,vcoda-collector-0.1.0-sim,40.5,53.5,svc_app,192.168.1.33,222.217.8.60,31101,53,6,6,36036,19278,143,27,55314,170,10620.74,325.38,16.01,5208.11,1.8693,5.2963,116,16758,24,24,0,44,102,95,773,1139,54,156,12,4,24,19,0,0,0,0,4221.79,5466.03,1815.13,3392.98,19278,36036,26645,39758,25273,5,2851,0,0,0,benign,False,SIMULATED
2026-08-11T23:03:40+00:00,lnx-web01,Debian 12,vcoda-collector-0.1.0-sim,40.2,16.6,svc_app,192.168.1.56,189.227.56.227,14959,80,1,9,77691,84000,57,120,161691,177,26256.36,913.51,6.74,6158.17,0.9249,0.475,63,6309,16,16,16,63,115,58,801,826,80,21,6,34,6,2,0,0,0,0,12060.22,16645.94,3199.23,2958.94,84000,77691,8603,27093,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T04:53:45+00:00,lnx-dev-box,Ubuntu 22.04,vcoda-collector-0.1.0-sim,34.0,29.0,svc_app,192.168.1.31,29.144.2.146,10907,80,6,9,95874,40180,114,82,136054,196,34228.26,694.15,5.73,3974.9,2.3861,1.3902,32,55694,16,16,0,37,45,69,926,1063,81,52,14,33,6,1,0,0,0,0,13125.71,20366.48,1173.88,2801.02,40180,95874,35332,10521,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T03:56:48+00:00,WIN-SRV-DB01,Windows 10,vcoda-collector-0.1.0-sim,46.5,56.6,www-data,192.168.1.101,21.212.27.14,39265,23,6,16,53,257621,1,2831,257674,2832,1524.19,90.99,1858.04,169056.78,0.0002,0.0004,2830,257568,2,2,0,121,46,91,894,1107,92,365,245,671,70,36,104,0,198,2,931.51,959.24,169022.0,34.77,257621,53,13163,63445,0,0,0,0,0,0,syn_flood,True,SIMULATED
2026-08-11T00:36:57+00:00,lnx-db-primary,Debian 12,vcoda-collector-0.1.0-sim,21.7,49.6,svc_app,192.168.1.57,217.31.75.129,28513,53,6,7,259992,117279,276,249,377271,525,34075.31,718.61,15.41,11071.68,2.2169,1.1084,27,142713,16,16,18,72,58,57,1318,933,62,406,48,46,65,21,0,0,0,0,12961.94,21813.77,3441.76,7629.92,117279,259992,33941,20185,22291,28,396,0,0,0,benign,False,SIMULATED
2026-08-11T17:39:43+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,17.7,58.5,a.silva,192.168.1.73,192.168.1.77,63925,443,6,1,26322,216500,82,250,242822,332,6535.3,731.39,50.8,37155.42,0.1216,0.328,168,190178,24,24,16,51,126,94,606,1072,40,152,12,62,3,37,0,0,0,0,2648.13,4317.16,33127.76,4027.66,216500,26322,7216,8035,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T06:41:43+00:00,lnx-db-primary,Ubuntu 22.04,vcoda-collector-0.1.0-sim,38.2,56.7,www-data,192.168.1.26,176.114.187.70,64723,8080,17,18,54280,15428,92,38,69708,130,9458.72,536.22,13.74,7369.71,3.5183,2.4211,54,38852,25,25,18,43,70,71,666,1492,76,111,8,22,2,0,0,0,0,0,3096.32,5841.77,1631.09,5738.62,15428,54280,33131,25308,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T23:01:08+00:00,lnx-dev-box,Debian 12,vcoda-collector-0.1.0-sim,15.4,59.2,svc_app,192.168.1.49,215.80.51.243,8315,993,6,19,28050,11802,102,21,39852,123,40904.48,324.0,3.01,974.27,2.3767,4.8571,81,16248,24,24,18,114,77,56,674,871,60,34,28,19,4,9,0,0,0,0,20820.48,28074.22,288.53,685.74,11802,28050,28902,31490,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T11:12:28+00:00,lnx-dev-box,Debian 12,vcoda-collector-0.1.0-sim,21.7,5.1,www-data,192.168.1.32,63.33.4.173,58817,80,6,12,47355,200853,41,173,248208,214,19583.93,1159.85,10.93,12674.06,0.2358,0.237,132,153498,25,25,0,37,124,65,701,722,46,42,41,34,20,0,0,0,0,0,13466.53,8972.5,10256.01,2418.05,200853,47355,39748,20300,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T00:12:47+00:00,lnx-web02,Ubuntu 24.04,vcoda-collector-0.1.0-sim,38.4,39.7,j.perera,192.168.1.35,171.154.237.221,53579,443,17,19,40368,81180,29,123,121548,152,42550.05,799.66,3.57,2856.59,0.4973,0.2358,94,40812,24,24,18,36,60,76,1378,1216,74,46,3,33,13,8,0,0,0,0,15564.44,27307.05,1907.87,948.72,81180,40368,19368,61853,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T17:44:13+00:00,WIN-LAPTOP-FIN,Windows Server 2022,vcoda-collector-0.1.0-sim,51.2,51.3,www-data,192.168.1.63,173.184.177.118,33835,993,6,12,16376,13920,46,29,30296,75,24500.31,403.95,3.06,1236.56,1.1764,1.5862,17,2456,16,16,18,105,116,45,1497,958,72,60,8,4,0,1,0,0,0,0,11091.62,10617.26,568.16,668.4,13920,16376,39556,12989,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T18:46:10+00:00,lnx-web02,Ubuntu 24.04,vcoda-collector-0.1.0-sim,12.9,48.0,svc_app,192.168.1.115,104.59.85.135,63499,80,6,14,193626,85622,279,62,279248,341,18390.02,818.91,18.54,15184.76,2.2614,4.5,217,108004,24,24,16,116,63,95,1075,708,49,66,25,46,48,41,0,0,0,0,9122.57,7951.15,4655.89,10528.86,85622,193626,16821,35683,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T07:45:45+00:00,WIN-DESKTOP01,Windows 11,vcoda-collector-0.1.0-sim,29.2,68.8,svc_app,192.168.1.33,9.35.62.30,63809,443,6,2,43956,304880,54,296,348836,350,23702.46,996.67,14.77,14717.29,0.1442,0.1824,242,260924,16,16,16,53,125,51,630,831,59,56,57,30,30,10,0,0,0,0,7691.12,15364.53,12862.8,1854.49,304880,43956,18083,20737,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T04:49:58+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,26.2,55.8,j.perera,192.168.1.97,192.168.1.23,62371,80,6,3,110370,173106,283,163,283476,446,36107.8,635.6,12.35,7850.82,0.6376,1.7362,120,62736,27,27,0,93,120,55,717,1113,48,39,70,58,2,13,0,0,0,0,20678.34,21631.03,4794.14,3056.68,173106,110370,7429,55738,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T18:11:30+00:00,lnx-dev-box,Ubuntu 24.04,vcoda-collector-0.1.0-sim,25.0,20.2,a.silva,192.168.1.96,102.29.137.6,21174,80,17,18,93009,108120,129,120,201129,249,50041.51,807.75,4.98,4019.24,0.8602,1.075,9,15111,25,25,0,92,126,72,1139,1098,70,157,56,44,34,17,0,0,0,0,32534.09,32221.01,2160.61,1858.64,108120,93009,45320,29554,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T22:32:45+00:00,WIN-SRV-DB01,Windows 10,vcoda-collector-0.1.0-sim,32.9,21.9,j.perera,192.168.1.107,27.95.236.109,35369,443,17,10,110182,64024,89,53,174206,142,25670.32,1226.8,5.53,6786.28,1.7209,1.6792,36,46158,16,16,18,58,70,58,793,1155,62,88,0,23,2,6,0,0,0,0,11155.88,11310.74,2494.09,4292.19,64024,110182,59235,62385,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T06:09:39+00:00,WIN-DESKTOP02,Windows 10,vcoda-collector-0.1.0-sim,61.9,49.4,www-data,192.168.1.99,192.168.1.67,55393,3389,6,5,104,98571,2,1133,98675,1135,829.82,86.94,1367.76,118911.19,0.0011,0.0018,1131,98467,2,2,18,81,99,85,1060,1077,54,283,42,84,118,130,87,1,172,2,460.56,331.54,118785.86,125.33,98571,104,17949,39209,0,0,0,0,0,0,syn_flood,True,SIMULATED
2026-08-11T05:25:44+00:00,WIN-SRV-APP01,Windows Server 2022,vcoda-collector-0.1.0-sim,31.8,32.1,svc_app,192.168.1.53,176.10.45.126,40113,53,6,7,25179,30590,109,38,55769,147,35701.94,379.38,4.12,1562.07,0.8231,2.8684,71,5411,16,16,18,72,40,82,1203,1429,81,53,24,28,12,14,0,0,0,0,17876.32,22682.11,856.82,705.26,30590,25179,63394,57334,17204,1,2908,0,0,0,benign,False,SIMULATED
2026-08-11T09:53:38+00:00,lnx-web01,Rocky Linux 9,vcoda-collector-0.1.0-sim,19.4,43.2,root,192.168.1.84,192.168.1.43,9243,53,6,16,103950,109545,105,201,213495,306,740.18,697.7,413.41,288435.68,0.9489,0.5224,96,5595,16,16,16,102,64,87,1458,1307,83,114,8,38,6,19,0,0,0,0,255.57,399.15,147997.31,140438.36,109545,103950,4052,47483,2,28,1841,0,0,0,benign,False,SIMULATED
2026-08-11T00:16:12+00:00,WIN-SRV-DB01,Windows 10,vcoda-collector-0.1.0-sim,31.9,62.6,admin,192.168.1.93,62.124.171.125,57588,80,6,5,163371,62160,177,148,225531,325,21830.23,693.94,14.89,10331.13,2.6282,1.1959,29,101211,16,16,16,51,114,46,952,688,89,47,36,67,23,7,0,0,0,0,7640.4,11888.72,2847.43,7483.7,62160,163371,11167,25506,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T03:52:33+00:00,WIN-SRV-DB01,Windows Server 2022,vcoda-collector-0.1.0-sim,54.2,61.7,root,192.168.1.110,163.185.239.196,28457,993,17,16,35316,68370,108,159,103686,267,10481.98,388.34,25.47,9891.83,0.5165,0.6792,51,33054,16,16,0,71,77,81,852,1022,70,3,37,37,43,16,0,0,0,0,6062.22,3789.21,6522.62,3369.21,68370,35316,59077,37604,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T01:45:29+00:00,lnx-dev-box,Ubuntu 24.04,vcoda-collector-0.1.0-sim,22.4,46.4,root,192.168.1.107,75.5.27.23,12036,443,17,18,165856,61798,142,106,227654,248,33632.42,917.96,7.37,6768.89,2.6838,1.3396,36,104058,16,16,0,40,121,93,911,1040,66,248,28,47,14,11,0,0,0,0,10276.96,21841.01,1837.45,4931.43,61798,165856,44542,24691,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:18:52+00:00,lnx-web01,Ubuntu 24.04,vcoda-collector-0.1.0-sim,51.8,49.7,www-data,192.168.1.79,148.110.78.160,40663,3389,6,7,240,6750,4,90,6990,94,1991.94,74.36,47.19,3509.13,0.0356,0.0444,86,6510,2,2,16,63,50,82,813,1087,75,80,21,12,0,6,176,1,112,2,928.24,1276.39,3388.65,120.49,6750,240,32505,22121,0,0,0,0,0,0,beaconing,True,SIMULATED
2026-08-11T21:12:06+00:00,lnx-dev-box,Rocky Linux 9,vcoda-collector-0.1.0-sim,69.5,38.9,www-data,192.168.1.96,175.98.174.163,4776,968,6,3,142,498160,2,4790,498302,4792,94.72,103.99,50593.71,5261049.03,0.0003,0.0004,4788,498018,2,2,18,124,118,71,1333,1330,98,1727,753,978,181,135,77,1,150,2,63.64,36.19,5259549.8,1499.23,498160,142,11150,39962,0,0,0,0,0,0,port_scan,True,SIMULATED
2026-08-11T06:11:13+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,23.6,36.1,a.silva,192.168.1.102,192.168.1.93,28257,443,6,3,89025,279078,75,241,368103,316,17855.69,1164.88,17.7,20615.44,0.319,0.3112,166,190053,16,16,0,75,122,87,1471,812,94,303,47,12,13,5,0,0,0,0,10367.7,12335.92,15629.64,4985.8,279078,89025,53101,50929,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:34:29+00:00,WIN-LAPTOP-FIN,Windows 11,vcoda-collector-0.1.0-sim,23.4,19.1,j.perera,192.168.1.119,192.168.1.80,15312,443,6,7,13288,92274,11,169,105562,180,23003.72,586.46,7.82,4588.91,0.144,0.0651,158,78986,16,16,16,57,87,97,1211,811,80,174,10,10,1,18,0,0,0,0,14927.69,15908.35,4011.26,577.65,92274,13288,54741,60545,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T06:12:02+00:00,lnx-dev-box,Ubuntu 22.04,vcoda-collector-0.1.0-sim,19.0,47.1,root,192.168.1.108,97.119.161.200,51815,53,1,6,224208,71882,173,127,296090,300,17634.26,986.97,17.01,16790.61,3.1191,1.3622,46,152326,16,16,16,126,67,56,1021,1415,83,155,54,1,37,3,0,0,0,0,10160.83,6974.08,4076.27,12714.34,71882,224208,26250,58068,31288,5,2111,0,8,8,benign,False,SIMULATED
2026-08-11T19:33:25+00:00,lnx-gateway,Ubuntu 24.04,vcoda-collector-0.1.0-sim,18.9,40.6,svc_app,192.168.1.28,130.21.133.238,49318,123,6,0,269230,224451,218,163,493681,381,16725.57,1295.75,22.78,29516.55,1.1995,1.3374,55,44779,27,27,18,61,68,90,981,1450,72,317,11,37,11,2,0,0,0,0,8480.42,7535.75,13419.64,16096.91,224451,269230,16566,8957,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T18:09:18+00:00,WIN-LAPTOP-FIN,Windows 11,vcoda-collector-0.1.0-sim,17.2,63.9,root,192.168.1.112,192.168.1.32,19687,443,6,9,244712,76160,181,112,320872,293,38813.61,1095.13,7.55,8267.0,3.2131,1.6161,69,168552,25,25,0,86,107,67,594,894,99,79,38,25,34,15,0,0,0,0,20639.21,19404.87,1962.2,6304.8,76160,244712,17682,7987,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T11:52:15+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,33.3,51.2,admin,192.168.1.103,199.60.58.64,23336,443,6,7,64326,43589,151,91,107915,242,34537.48,445.93,7.01,3124.58,1.4757,1.6593,60,20737,27,27,0,108,36,55,1274,1424,70,128,58,5,19,7,0,0,0,0,22881.76,24058.25,1262.08,1862.5,43589,64326,33604,56698,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T05:17:02+00:00,WIN-DESKTOP02,Windows Server 2022,vcoda-collector-0.1.0-sim,50.6,51.8,www-data,192.168.1.66,160.41.229.128,16229,8080,6,13,106530,102051,134,153,208581,287,24312.72,726.76,11.8,8579.09,1.0439,0.8758,19,4479,16,16,0,58,118,68,641,781,55,115,24,38,15,22,0,0,0,0,16438.18,10524.5,4197.43,4381.66,102051,106530,3743,38753,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:20:02+00:00,lnx-db-primary,Ubuntu 24.04,vcoda-collector-0.1.0-sim,34.1,46.9,svc_app,192.168.1.47,192.168.1.105,14221,80,17,3,169386,131908,218,196,301294,414,58473.55,727.76,7.08,5152.65,1.2841,1.1122,22,37478,16,16,18,93,35,87,903,1068,91,347,14,37,18,46,0,0,0,0,32705.9,36327.5,2255.86,2896.8,131908,169386,37208,18634,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T12:14:29+00:00,WIN-DESKTOP02,Windows Server 2022,vcoda-collector-0.1.0-sim,79.9,64.1,admin,192.168.1.110,37.193.178.91,55963,3306,17,17,158,17135,2,149,17293,151,1021.61,114.52,147.81,16927.27,0.0092,0.0134,147,16977,2,2,0,93,67,94,1052,1102,85,36,20,28,19,4,167,0,53,2,534.14,399.37,16772.61,154.66,17135,158,40769,20323,0,0,0,0,0,0,brute_force,True,SIMULATED
2026-08-11T06:02:51+00:00,WIN-LAPTOP-FIN,Windows Server 2022,vcoda-collector-0.1.0-sim,36.6,31.1,j.perera,192.168.1.99,26.132.119.81,6243,123,6,3,146875,84251,125,173,231126,298,55274.06,775.59,5.39,4181.45,1.7433,0.7225,48,62624,16,16,18,64,101,67,1394,1008,94,74,57,38,9,8,0,0,0,0,37283.9,29807.61,1524.24,2657.21,84251,146875,21272,37855,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:34:20+00:00,lnx-monitoring,Rocky Linux 9,vcoda-collector-0.1.0-sim,22.6,50.6,admin,192.168.1.106,192.168.1.30,57938,53,6,12,14985,36125,45,289,51110,334,13538.13,153.02,24.67,3775.26,0.4148,0.1557,244,21140,25,25,0,60,62,73,1377,612,79,288,60,81,0,14,0,0,0,0,5782.52,8674.83,2668.39,1106.87,36125,14985,28603,16029,62511,1,1541,0,0,0,benign,False,SIMULATED
2026-08-11T04:50:27+00:00,lnx-gateway,Ubuntu 22.04,vcoda-collector-0.1.0-sim,43.3,29.0,a.silva,192.168.1.92,192.168.1.45,39964,25,6,12,79626,102459,69,119,182085,188,11986.87,968.54,15.68,15190.37,0.7771,0.5798,50,22833,24,24,18,32,65,43,703,566,75,154,44,11,21,7,0,0,0,0,6520.63,6395.98,8547.6,6642.77,102459,79626,7459,27507,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T00:03:32+00:00,WIN-DESKTOP01,Windows 10,vcoda-collector-0.1.0-sim,20.7,33.9,j.perera,192.168.1.21,187.215.204.230,3841,443,6,12,364480,274080,272,240,638560,512,27577.54,1247.19,18.57,23155.07,1.3298,1.1333,32,90400,24,24,16,51,101,44,903,1192,95,318,125,106,20,54,0,0,0,0,15234.22,14211.94,9938.52,13216.55,274080,364480,44857,59987,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:16:26+00:00,lnx-monitoring,Rocky Linux 9,vcoda-collector-0.1.0-sim,45.4,46.1,www-data,192.168.1.21,216.116.80.113,39800,53,6,3,53928,284590,56,298,338518,354,27148.01,956.27,13.04,12469.35,0.1895,0.1879,242,230662,16,16,16,85,66,46,958,839,52,132,36,77,28,18,0,0,0,0,14643.31,17643.81,10482.91,1986.44,284590,53928,28037,28490,4185,5,1712,0,0,0,benign,False,SIMULATED
2026-08-11T05:16:14+00:00,WIN-DESKTOP01,Windows Server 2022,vcoda-collector-0.1.0-sim,34.1,75.4,www-data,192.168.1.20,10.50.71.79,62779,80,6,13,114165,113709,177,87,227874,264,28397.78,863.16,9.3,8024.36,1.004,2.0345,90,456,16,16,0,98,49,54,1309,705,68,243,63,29,3,9,0,0,0,0,16697.71,15575.42,4004.15,4020.21,113709,114165,40759,41331,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:47:18+00:00,lnx-monitoring,Rocky Linux 9,vcoda-collector-0.1.0-sim,56.4,29.2,j.perera,192.168.1.85,192.168.1.52,22721,80,6,12,24231,29003,41,97,53234,138,57976.89,385.75,2.38,918.19,0.8355,0.4227,56,4772,16,16,0,112,38,66,623,912,65,75,28,33,7,15,0,0,0,0,31313.34,24400.03,500.25,417.94,29003,24231,28604,39065,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T21:10:04+00:00,WIN-LAPTOP-FIN,Windows 10,vcoda-collector-0.1.0-sim,37.2,54.6,svc_app,192.168.1.47,26.166.245.221,1741,8080,17,10,10941,17353,21,259,28294,280,45102.96,101.05,6.21,627.32,0.6305,0.0811,238,6412,24,24,0,82,124,47,626,846,67,176,11,65,6,7,0,0,0,0,23852.66,18206.71,384.74,242.58,17353,10941,63458,33714,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T19:51:22+00:00,lnx-gateway,Ubuntu 22.04,vcoda-collector-0.1.0-sim,37.3,42.8,j.perera,192.168.1.110,192.168.1.81,59443,443,6,1,241462,62272,251,278,303734,529,10294.23,574.17,51.39,29505.27,3.8775,0.9029,27,179190,24,24,16,123,85,88,923,1254,82,272,13,128,4,23,0,0,0,0,5290.73,4765.64,6049.21,23456.05,62272,241462,42397,63966,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T09:49:00+00:00,WIN-LAPTOP-FIN,Windows 10,vcoda-collector-0.1.0-sim,28.2,55.2,root,192.168.1.84,185.81.251.129,29748,53,17,16,262450,64860,290,69,327310,359,8108.87,911.73,44.27,40364.45,4.0464,4.2029,221,197590,16,16,18,65,102,53,1429,745,92,283,27,73,37,29,0,0,0,0,4693.75,3562.9,7998.65,32365.8,64860,262450,25454,10153,86,1,365,0,0,0,benign,False,SIMULATED
2026-08-11T13:35:36+00:00,lnx-dev-box,Ubuntu 22.04,vcoda-collector-0.1.0-sim,11.0,16.4,root,192.168.1.119,192.168.1.75,32752,443,6,2,86262,61360,66,59,147622,125,24444.12,1180.98,5.11,6039.16,1.4058,1.1186,7,24902,27,27,16,43,110,63,763,1199,97,42,22,21,9,12,0,0,0,0,15913.88,7770.49,2510.22,3528.95,61360,86262,64850,50938,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:44:49+00:00,WIN-SRV-DB01,Windows Server 2022,vcoda-collector-0.1.0-sim,21.3,25.7,svc_app,192.168.1.109,192.168.1.50,8657,80,6,14,16926,87897,42,249,104823,291,20338.94,360.22,14.31,5153.81,0.1926,0.1687,207,70971,25,25,18,108,34,94,934,580,72,166,28,53,26,7,0,0,0,0,8246.39,8273.59,4321.61,832.2,87897,16926,59442,37945,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T04:48:14+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,34.9,52.7,admin,192.168.1.95,171.154.237.221,61205,53,6,2,71200,136456,200,148,207656,348,18197.72,596.71,19.12,11411.1,0.5218,1.3514,52,65256,27,27,16,35,45,64,560,1297,74,157,41,72,49,2,0,0,0,0,8878.47,11188.5,7498.52,3912.58,136456,71200,46717,44551,13889,5,2531,0,0,0,benign,False,SIMULATED
2026-08-11T20:53:41+00:00,WIN-DESKTOP02,Windows 10,vcoda-collector-0.1.0-sim,29.9,20.9,j.perera,192.168.1.84,163.185.239.196,53652,443,6,3,73455,230920,295,230,304375,525,53044.05,579.76,9.9,5738.16,0.3181,1.2826,65,157465,25,25,0,80,77,43,1410,740,46,273,121,0,42,59,0,0,0,0,29097.24,30159.48,4353.36,1384.79,230920,73455,58634,43421,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T09:08:07+00:00,WIN-SRV-DB01,Windows 10,vcoda-collector-0.1.0-sim,42.8,32.3,svc_app,192.168.1.79,192.168.1.47,62704,80,1,17,286134,152800,206,191,438934,397,36531.69,1105.63,10.87,12015.16,1.8726,1.0785,15,133334,24,24,0,60,60,74,693,1027,88,32,95,52,41,30,0,0,0,0,23875.42,14144.0,4182.67,7832.49,152800,286134,62013,42542,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T06:07:38+00:00,WIN-DESKTOP02,Windows Server 2022,vcoda-collector-0.1.0-sim,39.8,48.5,www-data,192.168.1.74,183.194.161.69,59917,443,6,3,162719,394415,181,295,557134,476,46761.19,1170.45,10.18,11914.45,0.4126,0.6136,114,231696,25,25,0,127,85,83,1002,1017,42,138,10,51,1,47,0,0,0,0,15029.26,21943.34,8434.67,3479.79,394415,162719,19991,51861,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:00:38+00:00,lnx-gateway,Debian 12,vcoda-collector-0.1.0-sim,25.2,43.1,root,192.168.1.84,142.74.158.131,55182,443,6,4,160425,205042,155,157,365467,312,59889.32,1171.37,5.21,6102.37,0.7824,0.9873,2,44617,25,25,0,39,57,97,1484,580,98,183,25,73,12,7,0,0,0,0,29582.08,23327.29,3423.68,2678.69,205042,160425,15830,24980,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T03:22:26+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,29.3,38.4,j.perera,192.168.1.21,38.204.103.151,51177,80,6,13,102195,220968,135,198,323163,333,18565.12,970.46,17.94,17407.0,0.4625,0.6818,63,118773,25,25,18,74,126,76,1274,742,94,86,11,6,35,25,0,0,0,0,7626.32,9452.05,11902.32,5504.68,220968,102195,13820,39235,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T18:55:21+00:00,lnx-gateway,Rocky Linux 9,vcoda-collector-0.1.0-sim,43.2,43.2,svc_app,192.168.1.105,29.142.128.200,60783,123,17,19,123324,55584,239,72,178908,311,44226.95,575.27,7.03,4045.23,2.2187,3.3194,167,67740,27,27,0,74,110,62,545,832,61,190,54,42,20,19,0,0,0,0,24074.54,22513.47,1256.79,2788.44,55584,123324,10317,4917,0,0,0,0,0,0,benign,False,SIMULATED
